geneID	geneSymbol	baseMean	log2FC	pvalue	fdr	KD.tpm.ave	NC.tpm.ave	perturb_id	KD.geneSymbol	ZScore
ENSG00000144580	RQCD1	1231.547	-1.83978291972666	9.61454523163891e-66	1.50275341970516e-61	33.794	117.393	ASO_G0272888_AD_07	AC013394.2	-10.371
ENSG00000272888	AC013394.2	453.393	-2.9718584980618	2.32284331258805e-25	1.81530204878756e-21	5.734	44.091	ASO_G0272888_AD_07	AC013394.2	-11.923
ENSG00000129636	ITFG1	1601.971	-1.38027981697771	3.89678632499832e-21	2.03022567532413e-17	59.244	150.878	ASO_G0272888_AD_07	AC013394.2	-5.048
ENSG00000197321	SVIL	455.462	-1.1900651700024	5.55660488260795e-20	2.17124335787905e-16	19.07	42.677	ASO_G0272888_AD_07	AC013394.2	-3.629
ENSG00000164171	ITGA2	1001.251	0.729287207873048	9.10600642173348e-10	2.37211467286157e-06	139.435	81.783	ASO_G0272888_AD_07	AC013394.2	2.473
ENSG00000183023	SLC8A1	188.387	-0.773474977475696	8.9335766288167e-10	2.37211467286157e-06	10.5	17.329	ASO_G0272888_AD_07	AC013394.2	-1.158
ENSG00000113269	RNF130	329.888	-1.09965477709569	2.10135151843505e-09	4.6920177475914e-06	14.577	30.83	ASO_G0272888_AD_07	AC013394.2	-4.987
ENSG00000116478	HDAC1	1154.266	-0.444386449601812	2.70123290294742e-09	5.27753378413353e-06	78.607	104.349	ASO_G0272888_AD_07	AC013394.2	-3.195
ENSG00000099991	CABIN1	745.363	-0.528756039700606	1.03470881199436e-08	1.79694430349687e-05	48.195	67.766	ASO_G0272888_AD_07	AC013394.2	-2.347
ENSG00000170962	PDGFD	157.288	-0.821682529716524	9.0885763405744e-08	0.000142054448203178	8.371	14.516	ASO_G0272888_AD_07	AC013394.2	-1.275
ENSG00000100100	PIK3IP1	141.29	0.742281590777374	1.07297191301918e-07	0.000152459554549908	19.826	11.551	ASO_G0272888_AD_07	AC013394.2	1.993
ENSG00000026103	FAS	379.172	0.69401068466541	2.55332055368475e-07	0.000306987694262251	51.898	31.135	ASO_G0272888_AD_07	AC013394.2	2.455
ENSG00000072041	SLC6A15	53.008	1.05472483257126	2.44567920951971e-07	0.000306987694262251	8.854	4.152	ASO_G0272888_AD_07	AC013394.2	2.126
ENSG00000196305	IARS	1527.234	-0.424070691977757	3.14617226376165e-07	0.000351247660589961	105.824	137.889	ASO_G0272888_AD_07	AC013394.2	-2.623
ENSG00000168621	GDNF	74.793	0.923666697821802	5.29175827001285e-07	0.000551401211735339	11.589	5.963	ASO_G0272888_AD_07	AC013394.2	1.58
ENSG00000176658	MYO1D	283.8	-0.708259116909236	1.02131384478872e-06	0.000997695962127984	16.223	26.062	ASO_G0272888_AD_07	AC013394.2	-1.664
ENSG00000119326	CTNNAL1	1005.275	-0.660647402747694	1.11835942068117e-06	0.00102823280854393	59.472	91.935	ASO_G0272888_AD_07	AC013394.2	-1.927
ENSG00000139613	SMARCC2	985.654	-0.367760864308824	1.41903621125936e-06	0.00123219644344355	70.618	88.698	ASO_G0272888_AD_07	AC013394.2	-2.139
ENSG00000062822	POLD1	280.678	-0.861727124347779	2.33301052246732e-06	0.00191920812979812	14.442	25.931	ASO_G0272888_AD_07	AC013394.2	-2.03
ENSG00000071242	RPS6KA2	220.922	-0.840481517182789	2.60996431744977e-06	0.00198703698919755	11.602	20.435	ASO_G0272888_AD_07	AC013394.2	-1.916
ENSG00000203879	GDI1	1103.669	-0.433474179513184	2.66972340199287e-06	0.00198703698919755	75.517	99.757	ASO_G0272888_AD_07	AC013394.2	-3.085
ENSG00000198825	INPP5F	266.913	-0.512985287650248	3.44800182048205e-06	0.00244964856609702	17.332	24.261	ASO_G0272888_AD_07	AC013394.2	-2.685
ENSG00000129625	REEP5	1459.962	0.363223424288304	3.76945022509322e-06	0.00248567985130692	164.108	124.109	ASO_G0272888_AD_07	AC013394.2	2.38
ENSG00000168273	SMIM4	626.024	0.436289859905032	3.81678288108548e-06	0.00248567985130692	73.632	52.826	ASO_G0272888_AD_07	AC013394.2	2.121
ENSG00000140105	WARS	1618.8	-0.40165256232629	4.04831549077693e-06	0.00253100684483374	113.679	145.981	ASO_G0272888_AD_07	AC013394.2	-2.043
ENSG00000078124	ACER3	182.755	-0.788719212596054	4.44836761754854e-06	0.00261099125859937	9.831	16.859	ASO_G0272888_AD_07	AC013394.2	-3.849
ENSG00000187688	TRPV2	1157.529	0.442729585974454	4.51034958299316e-06	0.00261099125859937	136.365	97.579	ASO_G0272888_AD_07	AC013394.2	2.436
ENSG00000091009	RBM27	587.02	-0.549051343064229	5.81811664479596e-06	0.00324775582707717	37.529	53.329	ASO_G0272888_AD_07	AC013394.2	-3.787
ENSG00000132669	RIN2	427.693	0.402403376627886	6.2431102447765e-06	0.00336482114227092	49.136	36.263	ASO_G0272888_AD_07	AC013394.2	1.688
ENSG00000225733	FGD5-AS1	821.537	-0.531043487504156	7.61075955126619e-06	0.00396520572620969	52.738	74.699	ASO_G0272888_AD_07	AC013394.2	-1.694
CATG00000063194	CATG00000063194.1	110.822	0.587563439503151	8.86193382437547e-06	0.0044681298604835	14.287	9.215	ASO_G0272888_AD_07	AC013394.2	2.549
ENSG00000066322	ELOVL1	1331.88	0.459918130174502	9.68510940309813e-06	0.00466234652616856	158.6	112.141	ASO_G0272888_AD_07	AC013394.2	2.838
ENSG00000149136	SSRP1	1099.391	-0.689136681538716	9.84372587098929e-06	0.00466234652616856	63.922	100.656	ASO_G0272888_AD_07	AC013394.2	-3.941
ENSG00000198682	PAPSS2	834.145	-0.608697175252421	1.3683615376368e-05	0.00629043848037153	51.367	76.102	ASO_G0272888_AD_07	AC013394.2	-3.351
ENSG00000173575	CHD2	704.508	0.641643294804005	1.65730499680605e-05	0.00700099381083204	93.403	58.34	ASO_G0272888_AD_07	AC013394.2	3.89
ENSG00000189134	NKAPL	38.388	0.912663917403141	1.5760280596874e-05	0.00700099381083204	6.012	3.061	ASO_G0272888_AD_07	AC013394.2	2.709
ENSG00000219481	NBPF1	602.713	-0.639928748397685	1.62626483591187e-05	0.00700099381083204	36.088	55.136	ASO_G0272888_AD_07	AC013394.2	-3.188
ENSG00000187735	TCEA1	1399.742	-0.339685056563541	1.71129646265367e-05	0.00703883255559919	102.027	125.694	ASO_G0272888_AD_07	AC013394.2	-1.53
ENSG00000164327	RICTOR	197.185	-0.692910195507328	1.85256860455808e-05	0.00742452494595967	11.589	18.065	ASO_G0272888_AD_07	AC013394.2	-1.838
ENSG00000102241	HTATSF1	392.552	-0.595136503106678	1.92359695370955e-05	0.00751645509662007	24.163	35.832	ASO_G0272888_AD_07	AC013394.2	-4.015
ENSG00000173535	TNFRSF10C	80.657	0.983474546342407	2.2887663804633e-05	0.00872522403088816	12.99	6.354	ASO_G0272888_AD_07	AC013394.2	0.787
ENSG00000108219	TSPAN14	439.239	0.326303810043727	2.52047840223515e-05	0.00937978033974654	48.377	37.481	ASO_G0272888_AD_07	AC013394.2	1.673
ENSG00000004478	FKBP4	527.799	-0.631355437101555	2.59195602997467e-05	0.00942145877872188	31.712	48.249	ASO_G0272888_AD_07	AC013394.2	-2.949
ENSG00000156535	CD109	2710.624	0.402854271578327	2.70167846592561e-05	0.00959709873236758	312.097	229.586	ASO_G0272888_AD_07	AC013394.2	2.232
ENSG00000086827	ZW10	260.563	-0.571679184895431	2.80597990038304e-05	0.00974610352066377	16.564	23.7	ASO_G0272888_AD_07	AC013394.2	-3.498
ENSG00000208024	MIR199A2	70.683	0.687046859040083	3.03707016331247e-05	0.0103194362288204	9.693	5.797	ASO_G0272888_AD_07	AC013394.2	2.741
ENSG00000245694	CRNDE	315.392	-0.740368644745716	3.1818220135094e-05	0.0105812506534366	17.674	29.022	ASO_G0272888_AD_07	AC013394.2	-3.084
ENSG00000144218	AFF3	103.222	-0.734407714238934	3.3164900014369e-05	0.0107993205671789	5.901	9.49	ASO_G0272888_AD_07	AC013394.2	-1.271
ENSG00000018408	WWTR1	1363.555	0.377557234142318	3.6728328661496e-05	0.0113097816011739	154.647	115.892	ASO_G0272888_AD_07	AC013394.2	1.885
ENSG00000088882	CPXM1	103.671	-0.815516306034332	3.69033180844445e-05	0.0113097816011739	5.483	9.577	ASO_G0272888_AD_07	AC013394.2	-2.268
ENSG00000120451	SNX19	664.928	-0.500794738710623	3.69024318479883e-05	0.0113097816011739	43.679	60.342	ASO_G0272888_AD_07	AC013394.2	-2.523
ENSG00000103994	ZNF106	317.204	0.357690987121033	4.22039763307554e-05	0.0124461915103718	35.583	27.004	ASO_G0272888_AD_07	AC013394.2	1.435
ENSG00000163017	ACTG2	168.653	0.552375164252511	4.17960297980093e-05	0.0124461915103718	21.147	14.057	ASO_G0272888_AD_07	AC013394.2	2.141
ENSG00000187840	EIF4EBP1	2828.281	-0.46354018998875	4.45183219075144e-05	0.0128855809521194	190.258	256.013	ASO_G0272888_AD_07	AC013394.2	-2.096
ENSG00000091436	MLTK	1360.416	-0.413252398383034	4.77956945253676e-05	0.0129950423673644	94.504	122.793	ASO_G0272888_AD_07	AC013394.2	-1.956
ENSG00000129691	ASH2L	461.458	-0.6469714503016	4.69159232522426e-05	0.0129950423673644	27.425	42.189	ASO_G0272888_AD_07	AC013394.2	-4.253
ENSG00000156469	MTERFD1	373.373	-0.593064197184275	4.90535828326617e-05	0.0129950423673644	23	34.03	ASO_G0272888_AD_07	AC013394.2	-2.49
ENSG00000168887	C2orf68	442.554	-0.75036011958104	4.59345406432211e-05	0.0129950423673644	24.588	40.708	ASO_G0272888_AD_07	AC013394.2	-3.225
ENSG00000184575	XPOT	1765.362	-0.527087456598541	4.89363194528969e-05	0.0129950423673644	114.158	160.41	ASO_G0272888_AD_07	AC013394.2	-2.533
ENSG00000206538	VGLL3	1425.191	-0.552113694278619	5.09991656625001e-05	0.0132852826550813	90.498	129.712	ASO_G0272888_AD_07	AC013394.2	-2.052
ENSG00000272121	RP4-555D20.4	68.777	0.64961399845607	6.021946718728e-05	0.0154300044612653	9.123	5.682	ASO_G0272888_AD_07	AC013394.2	1.759
ENSG00000135679	MDM2	1381.645	0.359790205465109	6.74851827022114e-05	0.0167427524704058	154.983	117.57	ASO_G0272888_AD_07	AC013394.2	0.967
ENSG00000204291	COL15A1	138.859	-0.645859188749089	6.68097238364515e-05	0.0167427524704058	8.353	12.696	ASO_G0272888_AD_07	AC013394.2	-0.914
ENSG00000134668	SPOCD1	1176.075	0.382645696957393	7.03514518027285e-05	0.0171811436199476	133.745	99.838	ASO_G0272888_AD_07	AC013394.2	2.147
ENSG00000096060	FKBP5	286.266	-0.692702877076967	7.28318893208543e-05	0.0175132681551531	16.529	26.261	ASO_G0272888_AD_07	AC013394.2	-1.818
ENSG00000143870	PDIA6	7081.355	-0.455054175267021	7.53595766382629e-05	0.0178465179220613	479.375	640.678	ASO_G0272888_AD_07	AC013394.2	-2.947
ENSG00000163029	SMC6	425.176	-0.519369323116955	7.84614521674233e-05	0.0183037686175646	27.394	38.625	ASO_G0272888_AD_07	AC013394.2	-2.876
ENSG00000183576	SETD3	257.36	-0.578710241473875	8.4140934114306e-05	0.0193400411795089	15.936	23.451	ASO_G0272888_AD_07	AC013394.2	-2.041
ENSG00000065911	MTHFD2	684.931	-0.734834239429281	8.71566430783344e-05	0.0194150151872112	38.808	62.762	ASO_G0272888_AD_07	AC013394.2	-2.551
ENSG00000160208	RRP1B	472.63	-0.728603736805595	8.81936070564296e-05	0.0194150151872112	26.706	43.36	ASO_G0272888_AD_07	AC013394.2	-4.286
ENSG00000172738	TMEM217	18.209	1.05330009232025	8.68700869654784e-05	0.0194150151872112	3.027	1.431	ASO_G0272888_AD_07	AC013394.2	2.005
ENSG00000011009	LYPLA2	776.246	0.43252393850656	9.36579615424755e-05	0.0195183191854519	90.913	65.526	ASO_G0272888_AD_07	AC013394.2	1.77
ENSG00000103479	RBL2	338.81	-0.646432103382433	9.28866578783327e-05	0.0195183191854519	20.13	31.006	ASO_G0272888_AD_07	AC013394.2	-2.676
ENSG00000106049	HIBADH	937.137	-0.705562548730125	9.07666296902542e-05	0.0195183191854519	53.842	86.006	ASO_G0272888_AD_07	AC013394.2	-2.788
ENSG00000147457	CHMP7	338.881	-0.50782515105178	9.35547181876639e-05	0.0195183191854519	22.05	30.811	ASO_G0272888_AD_07	AC013394.2	-3.441
ENSG00000109814	UGDH	2658.467	-0.351978605902658	9.83990759380349e-05	0.0202365468014669	192.19	238.858	ASO_G0272888_AD_07	AC013394.2	-2.53
ENSG00000073792	IGF2BP2	1814.052	-0.342996898408464	0.000104496012195589	0.020697206560152	131.623	163.068	ASO_G0272888_AD_07	AC013394.2	-1.025
ENSG00000102032	RENBP	52.969	0.761806325723538	0.000109590370235535	0.020697206560152	7.584	4.306	ASO_G0272888_AD_07	AC013394.2	0.961
ENSG00000123146	CD97	502.585	0.422408942056995	0.000108172666852672	0.020697206560152	58.658	42.508	ASO_G0272888_AD_07	AC013394.2	2.026
ENSG00000149485	FADS1	1810.419	-0.674907017726592	0.000109295975298521	0.020697206560152	106.336	166.004	ASO_G0272888_AD_07	AC013394.2	-2.184
ENSG00000159348	CYB5R1	493.683	0.408896631747257	0.000103797994700722	0.020697206560152	57.084	41.784	ASO_G0272888_AD_07	AC013394.2	1.578
ENSG00000163110	PDLIM5	1055.53	0.296441307950141	0.000110413186192665	0.020697206560152	113.966	90.38	ASO_G0272888_AD_07	AC013394.2	1.669
ENSG00000175782	SLC35E3	265.777	0.433896818910283	0.000111232588039205	0.020697206560152	31.245	22.438	ASO_G0272888_AD_07	AC013394.2	1.953
ENSG00000177694	NAALADL2	165.272	-0.738746099669499	0.000109663470704803	0.020697206560152	9.457	15.202	ASO_G0272888_AD_07	AC013394.2	-0.901
ENSG00000163359	COL6A3	11627.7	-0.421439865239487	0.000112561414541623	0.0206980577563008	805.8	1050.637	ASO_G0272888_AD_07	AC013394.2	-0.963
ENSG00000087338	GMCL1	253.611	-0.712452771482911	0.00011744286164352	0.0212802428082562	14.368	23.293	ASO_G0272888_AD_07	AC013394.2	-3.172
ENSG00000166402	TUB	66.943	-0.873694152962125	0.000119811987660048	0.0212802428082562	3.43	6.193	ASO_G0272888_AD_07	AC013394.2	-3.12
ENSG00000215447	BX322557.10	160.554	-0.592651797533886	0.0001194052178008	0.0212802428082562	9.845	14.669	ASO_G0272888_AD_07	AC013394.2	-2.272
ENSG00000068028	RASSF1	471.774	-0.398898180939307	0.000123485119044148	0.0214452490073337	32.948	42.579	ASO_G0272888_AD_07	AC013394.2	-2.145
ENSG00000113282	CLINT1	1049.51	-0.72016610334627	0.00012257653514872	0.0214452490073337	59.756	96.278	ASO_G0272888_AD_07	AC013394.2	-3.846
ENSG00000058668	ATP2B4	1719.746	0.381453023206822	0.000128149129170145	0.0220106691091139	195.425	146.072	ASO_G0272888_AD_07	AC013394.2	1.871
ENSG00000261067	RP11-264B17.3	576.086	0.434345017537484	0.000131250953277182	0.022298395649156	67.646	48.635	ASO_G0272888_AD_07	AC013394.2	2.233
ENSG00000147872	PLIN2	774.329	0.511724956354882	0.000136534175205418	0.0229465500909751	95.06	64.866	ASO_G0272888_AD_07	AC013394.2	2.337
ENSG00000049239	H6PD	265.191	-0.824013681911163	0.000146879522598096	0.0243583539066777	14.044	24.504	ASO_G0272888_AD_07	AC013394.2	-2.886
ENSG00000171873	ADRA1D	39.863	-1.14606016578028	0.000148051415299704	0.0243583539066777	1.687	3.737	ASO_G0272888_AD_07	AC013394.2	-3.253
ENSG00000204592	HLA-E	1538.615	0.455878749608724	0.000150852156636057	0.024560616752308	182.659	129.713	ASO_G0272888_AD_07	AC013394.2	1.997
ENSG00000109133	TMEM33	815.617	0.500652347297467	0.000155491228578954	0.0250549268318458	99.574	68.332	ASO_G0272888_AD_07	AC013394.2	2.295
ENSG00000048828	FAM120A	213.394	-0.71072918571497	0.000165411345458142	0.0258864645208509	12.275	19.583	ASO_G0272888_AD_07	AC013394.2	-2.902
ENSG00000108932	SLC16A6	23.015	0.946249086120551	0.000164853980628372	0.0258864645208509	3.625	1.831	ASO_G0272888_AD_07	AC013394.2	1.196
ENSG00000128829	EIF2AK4	633.325	-0.767621307396023	0.00016727657815777	0.0258864645208509	35.009	58.292	ASO_G0272888_AD_07	AC013394.2	-3.088
ENSG00000189320	FAM180A	196.757	0.530308142622332	0.000166715849174644	0.0258864645208509	24.462	16.453	ASO_G0272888_AD_07	AC013394.2	1.151
ENSG00000107819	SFXN3	796.914	0.343834260136995	0.000172776066205815	0.0264753913215381	88.558	67.865	ASO_G0272888_AD_07	AC013394.2	1.437
ENSG00000111361	EIF2B1	888.314	-0.545654441668311	0.000178265125400669	0.0270513000972083	56.524	80.798	ASO_G0272888_AD_07	AC013394.2	-3.575
ENSG00000143772	ITPKB	128.086	0.465332929729545	0.000191086057708554	0.0287180296344682	15.4	10.767	ASO_G0272888_AD_07	AC013394.2	1.986
ENSG00000148690	FRA10AC1	276.774	-0.391777953180687	0.000195225234476003	0.0290606706177137	19.324	24.986	ASO_G0272888_AD_07	AC013394.2	-1.818
ENSG00000163463	KRTCAP2	2283.444	0.398499473384519	0.000199922109664199	0.0294790808872776	262.27	193.261	ASO_G0272888_AD_07	AC013394.2	2.307
ENSG00000176890	TYMS	1546.634	-0.351466672030143	0.000202266984796242	0.0295461025454697	111.623	139.072	ASO_G0272888_AD_07	AC013394.2	-1.354
ENSG00000169682	SPNS1	586.375	0.422302293063323	0.000217848287916545	0.0315274883345889	68.36	49.573	ASO_G0272888_AD_07	AC013394.2	2.165
ENSG00000092621	PHGDH	742.819	-0.695512048444339	0.000220436953931042	0.0316094457792861	43.222	68.106	ASO_G0272888_AD_07	AC013394.2	-2.359
ENSG00000005379	BZRAP1	50.898	-0.996926978477249	0.00024114782754879	0.0333552260582973	2.387	4.746	ASO_G0272888_AD_07	AC013394.2	-2.445
ENSG00000111530	CAND1	962.624	-0.387002156171699	0.000240009481414055	0.0333552260582973	67.804	86.836	ASO_G0272888_AD_07	AC013394.2	-3.144
ENSG00000133805	AMPD3	120.4	0.462383663620538	0.000239344814217042	0.0333552260582973	14.472	10.136	ASO_G0272888_AD_07	AC013394.2	2.151
ENSG00000182670	TTC3	1709.311	-1.01918786901604	0.000235879037528241	0.0333552260582973	80.227	159.096	ASO_G0272888_AD_07	AC013394.2	-3.557
ENSG00000079931	MOXD1	1234.173	-0.938555001602712	0.000247423115721669	0.0337967940400734	61.072	114.202	ASO_G0272888_AD_07	AC013394.2	-3.065
ENSG00000135093	USP30	140.7	-0.601289839796974	0.000248664831388896	0.0337967940400734	8.538	12.836	ASO_G0272888_AD_07	AC013394.2	-2.674
ENSG00000064607	SUGP2	438.62	-0.453194240618831	0.000255275754973869	0.0343962073296688	29.638	39.773	ASO_G0272888_AD_07	AC013394.2	-1.471
ENSG00000116350	SRSF4	792.861	-0.504671210102445	0.000261224872896051	0.0346012268081804	51.863	72.059	ASO_G0272888_AD_07	AC013394.2	-4.094
ENSG00000141741	MIEN1	863.985	-0.67059253082765	0.00025933417564503	0.0346012268081804	50.794	79.114	ASO_G0272888_AD_07	AC013394.2	-3.881
ENSG00000011260	UTP18	484.157	-0.608157413525403	0.000279255686583865	0.0366787090866034	29.529	44.131	ASO_G0272888_AD_07	AC013394.2	-4.05
ENSG00000141232	TOB1	1003.263	0.382697931539012	0.000285402908844088	0.0371737288769424	113.888	85.138	ASO_G0272888_AD_07	AC013394.2	0.732
ENSG00000165060	FXN	207.361	-0.55920078233331	0.000306742906415143	0.0396230712997412	12.946	18.887	ASO_G0272888_AD_07	AC013394.2	-3.283
ENSG00000137760	ALKBH8	48.183	-0.836383181239983	0.000331132424313143	0.0424229491148724	2.489	4.455	ASO_G0272888_AD_07	AC013394.2	-3.288
ENSG00000174080	CTSF	205.115	-0.593249387868041	0.000339217807089804	0.0431054823155581	12.528	18.744	ASO_G0272888_AD_07	AC013394.2	-2.256
ENSG00000025708	TYMP	125.935	-0.840061261442555	0.00034278848937441	0.0432079362009841	6.572	11.659	ASO_G0272888_AD_07	AC013394.2	-2.328
ENSG00000077684	PHF17	215.054	-0.423476787554449	0.000349817466665086	0.0435419509587019	14.708	19.439	ASO_G0272888_AD_07	AC013394.2	-2.283
ENSG00000134744	ZCCHC11	365.738	-0.449327170056506	0.000364938936378116	0.0435419509587019	24.869	33.112	ASO_G0272888_AD_07	AC013394.2	-1.959
ENSG00000140905	GCSH	402.206	-0.577035958121014	0.000356448361398354	0.0435419509587019	25.034	36.629	ASO_G0272888_AD_07	AC013394.2	-2.399
ENSG00000157483	MYO1E	761.009	0.317303183698897	0.000364777282366454	0.0435419509587019	83.329	65.002	ASO_G0272888_AD_07	AC013394.2	1.882
ENSG00000158125	XDH	26.885	0.800082057654557	0.000362686105122917	0.0435419509587019	3.88	2.184	ASO_G0272888_AD_07	AC013394.2	1.858
ENSG00000165072	MAMDC2	142.698	0.718597104609056	0.000358495243118883	0.0435419509587019	19.785	11.663	ASO_G0272888_AD_07	AC013394.2	1.985
ENSG00000175274	TP53I11	483.607	-0.670045851689061	0.000358797769023555	0.0435419509587019	28.37	44.285	ASO_G0272888_AD_07	AC013394.2	-2.88
ENSG00000071539	TRIP13	782.81	-0.799815218538166	0.000375430835104482	0.0438750329907898	42.31	72.025	ASO_G0272888_AD_07	AC013394.2	-2.481
ENSG00000159674	SPON2	8868.78	0.434695175883194	0.000376151914316432	0.0438750329907898	1039.989	748.45	ASO_G0272888_AD_07	AC013394.2	1.659
ENSG00000233384	RP11-100E13.1	32.825	0.738308349809349	0.000372438817733666	0.0438750329907898	4.543	2.691	ASO_G0272888_AD_07	AC013394.2	2.212
ENSG00000250041	CTD-2003C8.2	30.059	0.840955972404591	0.000381869012380847	0.0442119456556491	4.455	2.426	ASO_G0272888_AD_07	AC013394.2	1.612
ENSG00000139636	LMBR1L	288.834	0.361383894014041	0.00040248007004579	0.0455852427160558	32.639	24.558	ASO_G0272888_AD_07	AC013394.2	1.518
ENSG00000187173	LCE2A	13.126	1.37433355015417	0.000402217061861189	0.0455852427160558	2.549	0.977	ASO_G0272888_AD_07	AC013394.2	1.724
ENSG00000204256	BRD2	952.9	-0.445585590598105	0.000399981911534105	0.0455852427160558	64.938	86.097	ASO_G0272888_AD_07	AC013394.2	-2.427
ENSG00000105426	PTPRS	879.826	-0.709561103397964	0.000405565696131546	0.0456042577736407	50.502	80.735	ASO_G0272888_AD_07	AC013394.2	-2.086
ENSG00000169184	MN1	27.991	-1.14171555979005	0.000413801991363772	0.0461980366072554	1.187	2.623	ASO_G0272888_AD_07	AC013394.2	-2.375
ENSG00000119714	GPR68	55.615	0.692703486582699	0.000421820574353054	0.0467592594123279	7.44	4.581	ASO_G0272888_AD_07	AC013394.2	2.063
ENSG00000163520	FBLN2	1010.227	-0.761365071148486	0.000433831970295035	0.0477520682796577	56.087	93.105	ASO_G0272888_AD_07	AC013394.2	-3.145
ENSG00000189159	HN1	2783.727	0.424261751622664	0.00044135010571593	0.0479289142683755	324.788	235.407	ASO_G0272888_AD_07	AC013394.2	1.516
ENSG00000197879	MYO1C	2072.86	-0.726360569332713	0.000441571570994631	0.0479289142683755	117.746	190.413	ASO_G0272888_AD_07	AC013394.2	-4.372
ENSG00000069020	MAST4	126.808	0.535628178655471	0.000446688948741995	0.0481499880609475	15.887	10.59	ASO_G0272888_AD_07	AC013394.2	2.163
ENSG00000176619	LMNB2	1262.279	-0.574309901748775	0.000453813126522259	0.0485828710105679	79.085	114.809	ASO_G0272888_AD_07	AC013394.2	-1.703
ENSG00000087269	NOP14	659.064	-0.734418817544706	0.000459742086145075	0.0488827809962417	37.195	60.503	ASO_G0272888_AD_07	AC013394.2	-4.685
ENSG00000099337	KCNK6	43.945	-0.962776800668239	0.0004645548233511	0.0490607560066061	2.072	4.091	ASO_G0272888_AD_07	AC013394.2	-2.667
ENSG00000108349	CASC3	522.084	-0.459899002260116	0.000469084852553574	0.0492066862108213	35.018	47.247	ASO_G0272888_AD_07	AC013394.2	-2.364
ENSG00000166579	NDEL1	715.248	-0.470430603201848	0.000505913684010779	0.0527162058739231	47.783	64.78	ASO_G0272888_AD_07	AC013394.2	-2.795
ENSG00000198546	ZNF511	297.359	-0.776094689024306	0.000525998494641096	0.0544460693459624	16.245	27.396	ASO_G0272888_AD_07	AC013394.2	-3.779
ENSG00000039560	RAI14	1704.407	-0.581021630718535	0.000540048671978035	0.055532636467215	106.36	155.437	ASO_G0272888_AD_07	AC013394.2	-1.861
ENSG00000138769	CDKL2	31.615	0.796380773825693	0.000554015896060782	0.0565965258524839	4.529	2.568	ASO_G0272888_AD_07	AC013394.2	1.751
ENSG00000226742	HSBP1L1	193.698	-0.512669375070534	0.000559895696094036	0.0568257774672064	12.59	17.596	ASO_G0272888_AD_07	AC013394.2	-2.029
ENSG00000146122	DAAM2	265.312	-0.744631281364601	0.000572310755544528	0.0577110781236192	14.757	24.426	ASO_G0272888_AD_07	AC013394.2	-2.365
ENSG00000116044	NFE2L2	943.043	-0.53104016866872	0.000581936508569709	0.0578480841343157	60.668	85.728	ASO_G0272888_AD_07	AC013394.2	-2.959
ENSG00000154059	IMPACT	339.777	-0.546345199584224	0.000588473792537185	0.0578480841343157	21.576	30.903	ASO_G0272888_AD_07	AC013394.2	-2.589
ENSG00000163347	CLDN1	28.537	0.839311544546735	0.000584328141606316	0.0578480841343157	4.284	2.293	ASO_G0272888_AD_07	AC013394.2	1.528
ENSG00000223764	RP11-54O7.3	24.459	-1.22060710647581	0.000588413567969679	0.0578480841343157	1.001	2.295	ASO_G0272888_AD_07	AC013394.2	-2.221
ENSG00000073803	MAP3K13	290.176	0.419460318751626	0.000602476419301376	0.0588544152105032	33.706	24.548	ASO_G0272888_AD_07	AC013394.2	3.108
ENSG00000176020	AMIGO3	537.331	-0.662641276326003	0.000612916949502288	0.059502434290191	31.656	49.214	ASO_G0272888_AD_07	AC013394.2	-2.736
ENSG00000142230	SAE1	1409.419	-0.404788309305233	0.000619017253020956	0.0597237016340589	98.529	127.132	ASO_G0272888_AD_07	AC013394.2	-1.967
ENSG00000006606	CCL26	44.012	0.761404495317367	0.000625468640536974	0.0599759193349258	6.203	3.588	ASO_G0272888_AD_07	AC013394.2	0.658
ENSG00000239462	CTD-2021J15.1	13.869	0.960426669657929	0.000636885528846691	0.060698297657767	2.234	1.098	ASO_G0272888_AD_07	AC013394.2	1.578
ENSG00000173540	GMPPB	533.318	-0.665776071266066	0.000645283634499283	0.0611259588316594	31.354	48.852	ASO_G0272888_AD_07	AC013394.2	-2.714
ENSG00000126216	TUBGCP3	496.311	-0.536194025680729	0.000652089413694069	0.0613985393737247	31.788	45.121	ASO_G0272888_AD_07	AC013394.2	-1.742
ENSG00000157766	ACAN	200.11	-1.03210147605492	0.00066188640999957	0.0619478119059478	9.392	18.687	ASO_G0272888_AD_07	AC013394.2	-1.967
ENSG00000110713	NUP98	1217.492	-0.48475428449118	0.000672742330318324	0.0624737626445308	80.648	110.365	ASO_G0272888_AD_07	AC013394.2	-2.407
ENSG00000132254	ARFIP2	414.127	-0.624276332600891	0.000675500056745087	0.0624737626445308	25.01	37.848	ASO_G0272888_AD_07	AC013394.2	-4.019
ENSG00000067798	NAV3	389.967	0.407312806535233	0.000695464253004329	0.0639418016144568	45.068	33.041	ASO_G0272888_AD_07	AC013394.2	1.073
ENSG00000105221	AKT2	1785.892	-0.629504394705463	0.0007132917344358	0.0644436405157893	107.916	163.108	ASO_G0272888_AD_07	AC013394.2	-3.237
ENSG00000152076	CCDC74B	150.357	-0.78951282270666	0.000710098823894944	0.0644436405157893	8.088	13.864	ASO_G0272888_AD_07	AC013394.2	-3.416
