geneID	geneSymbol	baseMean	log2FC	pvalue	fdr	KD.tpm.ave	NC.tpm.ave	perturb_id	KD.geneSymbol	ZScore
ENSG00000110492	MDK	1658.971	-0.512529420210482	5.95607003217895e-05	0.0363563443013732	107.468	147.837	ASO_G0272888_AD_10	AC013394.2	-2.094
ENSG00000120833	SOCS2	356.802	-0.365819128105717	5.45287803716919e-05	0.0363563443013732	25.252	31.514	ASO_G0272888_AD_10	AC013394.2	-1.229
ENSG00000171793	CTPS1	663.194	0.326518057417788	5.85521233708143e-05	0.0363563443013732	72.563	55.492	ASO_G0272888_AD_10	AC013394.2	1.836
ENSG00000197846	HIST1H2BF	4845.243	-0.436622753094738	5.13221238783539e-05	0.0363563443013732	330.783	429.143	ASO_G0272888_AD_10	AC013394.2	-0.688
ENSG00000265855	MIR4514	21.364	-1.67167111926624	6.27193978747094e-05	0.0363563443013732	0.616	2.001	ASO_G0272888_AD_10	AC013394.2	-5.186
ENSG00000132274	TRIM22	316.907	0.433566874706083	6.60779316233426e-05	0.0369352038513191	36.865	26.243	ASO_G0272888_AD_10	AC013394.2	1.019
ENSG00000108932	SLC16A6	23.514	0.960795804483785	6.96812063264385e-05	0.0376062262143134	3.713	1.831	ASO_G0272888_AD_10	AC013394.2	1.219
ENSG00000070882	OSBPL3	978.76	0.309763914646696	7.86247796165218e-05	0.0407854261942703	106.353	82.056	ASO_G0272888_AD_10	AC013394.2	1.631
ENSG00000151067	CACNA1C	467.935	-0.664458749665892	8.0783861224355e-05	0.0407854261942703	27.602	42.122	ASO_G0272888_AD_10	AC013394.2	-0.619
ENSG00000173559	NABP1	1763.009	0.320076710016727	8.60227470320432e-05	0.0420731879312034	192.235	147.738	ASO_G0272888_AD_10	AC013394.2	0.816
ENSG00000169252	ADRB2	34.582	0.980300845362341	0.000100958166358455	0.0478817048992779	5.463	2.685	ASO_G0272888_AD_10	AC013394.2	2.178
ENSG00000181026	AEN	409.848	0.405441203899198	0.000106039217918598	0.0488123470483521	46.98	34.036	ASO_G0272888_AD_10	AC013394.2	1.348
ENSG00000117525	F3	347.795	0.750149038224072	0.0001120671784121	0.0500456468097674	48.904	27.844	ASO_G0272888_AD_10	AC013394.2	2.508
ENSG00000121390	PSPC1	508.197	0.42226346246314	0.000115113621184054	0.0500456468097674	59.043	42.172	ASO_G0272888_AD_10	AC013394.2	2.249
ENSG00000176046	NUPR1	3367.832	-0.459236671264771	0.000122206753162503	0.0503331024670087	226.544	298.872	ASO_G0272888_AD_10	AC013394.2	-1.562
ENSG00000182492	BGN	2098.681	-0.607123128389274	0.000120205173499838	0.0503331024670087	128.536	187.536	ASO_G0272888_AD_10	AC013394.2	-2.487
ENSG00000164070	HSPA4L	72.981	0.732308045646247	0.000130462489453474	0.0523556005752903	10.145	5.839	ASO_G0272888_AD_10	AC013394.2	1.27
ENSG00000104689	TNFRSF10A	104.12	0.507653418281022	0.000151193022033246	0.0591580496960583	12.72	8.551	ASO_G0272888_AD_10	AC013394.2	0.735
ENSG00000248698	LINC01085	113.23	0.609989451544478	0.00015682206694501	0.0598639553599109	14.569	9.205	ASO_G0272888_AD_10	AC013394.2	1.632
ENSG00000075643	MOCOS	156.803	-0.575235758130015	0.000161491352252972	0.0601785989074112	9.809	13.998	ASO_G0272888_AD_10	AC013394.2	-1.805
ENSG00000099940	SNAP29	756.24	-0.476345128384495	0.000180364756130225	0.0656485767021897	50.06	67.194	ASO_G0272888_AD_10	AC013394.2	-2.779
ENSG00000153879	CEBPG	429.516	-0.47584138140097	0.000190848252164157	0.0678855907868459	28.299	38.211	ASO_G0272888_AD_10	AC013394.2	-2.164
ENSG00000106144	CASP2	323.342	0.481255548925123	0.000195524601219641	0.0680000473777942	38.903	26.651	ASO_G0272888_AD_10	AC013394.2	2.74
ENSG00000126216	TUBGCP3	506.241	-0.532849985166749	0.000199859573150504	0.0680000473777942	32.321	45.121	ASO_G0272888_AD_10	AC013394.2	-1.728
ENSG00000140105	WARS	1659.916	-0.312262496407353	0.000211192451134616	0.0691496388280827	122.641	145.981	ASO_G0272888_AD_10	AC013394.2	-1.536
ENSG00000164171	ITGA2	988.683	0.434528850441674	0.000212074798015972	0.0691496388280827	115.273	81.783	ASO_G0272888_AD_10	AC013394.2	1.439
ENSG00000100889	PCK2	598.362	-0.603321751691433	0.000255801175984921	0.0812485841509318	36.68	53.556	ASO_G0272888_AD_10	AC013394.2	-1.961
ENSG00000106333	PCOLCE	10915.454	-0.523798338533251	0.000259563555526586	0.0812485841509318	704.147	972.654	ASO_G0272888_AD_10	AC013394.2	-3.032
ENSG00000135441	BLOC1S1	1591.44	-0.467019808850812	0.000292017782904461	0.083281851970321	106.485	141.114	ASO_G0272888_AD_10	AC013394.2	-2.375
ENSG00000139318	DUSP6	612.055	0.390570805462433	0.00028654744829117	0.083281851970321	69.705	50.887	ASO_G0272888_AD_10	AC013394.2	1.1
ENSG00000160753	RUSC1	208.269	0.384555809556157	0.000274605891089231	0.083281851970321	23.769	17.312	ASO_G0272888_AD_10	AC013394.2	2.241
ENSG00000175970	UNC119B	700.358	-0.975858188670254	0.000287890387347827	0.083281851970321	33.537	63.753	ASO_G0272888_AD_10	AC013394.2	-4.578
ENSG00000189134	NKAPL	38.473	0.768889666671138	0.000292665124168913	0.083281851970321	5.557	3.061	ASO_G0272888_AD_10	AC013394.2	2.269
ENSG00000071242	RPS6KA2	227.321	-0.649581677052766	0.000311825676324612	0.0841445458647672	13.398	20.435	ASO_G0272888_AD_10	AC013394.2	-1.346
ENSG00000088882	CPXM1	106.703	-0.630926505717352	0.000303751479858156	0.0841445458647672	6.354	9.577	ASO_G0272888_AD_10	AC013394.2	-1.65
ENSG00000115380	EFEMP1	1082.826	-0.700258544796491	0.00030991066382879	0.0841445458647672	62.454	97.359	ASO_G0272888_AD_10	AC013394.2	-1.878
ENSG00000148700	ADD3	839.119	-0.372667510131382	0.00032329882044709	0.0843324973136234	59.718	74.076	ASO_G0272888_AD_10	AC013394.2	-1.577
ENSG00000173535	TNFRSF10C	80.25	0.802487186675444	0.000321280132527826	0.0843324973136234	11.542	6.354	ASO_G0272888_AD_10	AC013394.2	0.517
ENSG00000204227	RING1	1115.325	-0.699275576113699	0.000355102998356331	0.0908150666220658	63.993	100.267	ASO_G0272888_AD_10	AC013394.2	-3.717
ENSG00000211448	DIO2	54.741	-0.989489622312169	0.000359755551119295	0.0908150666220658	2.585	4.993	ASO_G0272888_AD_10	AC013394.2	-1.64
ENSG00000162076	FLYWCH2	386.715	-0.352047836993257	0.000367614169909839	0.0913258630676015	27.788	34.079	ASO_G0272888_AD_10	AC013394.2	-2.303
ENSG00000132000	PODNL1	185.648	-0.54505141149777	0.00038903938374281	0.0936746983839802	11.864	16.557	ASO_G0272888_AD_10	AC013394.2	-1.905
ENSG00000168453	HR	43.596	-0.948294679958856	0.000385342539053852	0.0936746983839802	2.191	3.961	ASO_G0272888_AD_10	AC013394.2	-1.73
ENSG00000092010	PSME1	2312.436	-0.262682271068597	0.000513977328437015	0.11693976222727	176.136	202.6	ASO_G0272888_AD_10	AC013394.2	-2.012
ENSG00000123983	ACSL3	3745.329	-0.227201388312514	0.000496365449021939	0.11693976222727	291.166	327.634	ASO_G0272888_AD_10	AC013394.2	-1.007
ENSG00000165072	MAMDC2	145.07	0.691399082445268	0.000515548117927395	0.11693976222727	19.7	11.663	ASO_G0272888_AD_10	AC013394.2	1.908
ENSG00000258311	RP11-644F5.10	1389.28	-0.464479751673652	0.000513028420729749	0.11693976222727	93.11	123.156	ASO_G0272888_AD_10	AC013394.2	-2.25
ENSG00000177570	SAMD12	130.464	0.529053546879735	0.000539897152037407	0.120713290379107	16.157	10.686	ASO_G0272888_AD_10	AC013394.2	1.6
ENSG00000163145	C1QTNF7	6.455	1.3684462806648	0.000550020250623807	0.12124460482413	1.269	0.473	ASO_G0272888_AD_10	AC013394.2	0.555
ENSG00000225968	ELFN1	65.51	-0.902994633892134	0.000572058637384017	0.124351246301351	3.26	5.968	ASO_G0272888_AD_10	AC013394.2	-2.134
ENSG00000171617	ENC1	342.088	0.429531632354458	0.000613746075928564	0.13131752631233	39.854	28.332	ASO_G0272888_AD_10	AC013394.2	1.65
ENSG00000261105	RP11-173B14.5	424.156	-0.603109037138794	0.000620886649230873	0.13131752631233	25.878	37.982	ASO_G0272888_AD_10	AC013394.2	-2.004
ENSG00000065911	MTHFD2	701.909	-0.63732571033881	0.000663520349731347	0.134866973943446	42.062	62.762	ASO_G0272888_AD_10	AC013394.2	-2.216
ENSG00000138356	AOX1	82.396	0.566451797728919	0.000663434594113265	0.134866973943446	10.454	6.723	ASO_G0272888_AD_10	AC013394.2	1.333
ENSG00000162852	CNST	496.068	0.354832675812817	0.000647669826096512	0.134866973943446	55.369	41.422	ASO_G0272888_AD_10	AC013394.2	2.515
ENSG00000148082	SHC3	55.003	0.651193787267371	0.000684357864263742	0.137319037610152	7.346	4.451	ASO_G0272888_AD_10	AC013394.2	1.648
ENSG00000106330	MOSPD3	379.494	-0.445460493878926	0.000716658927903093	0.141980112412801	25.677	33.603	ASO_G0272888_AD_10	AC013394.2	-2.222
ENSG00000175482	POLD4	654.151	-0.335446638996553	0.000741050247441257	0.144977217783789	47.584	57.569	ASO_G0272888_AD_10	AC013394.2	-1.979
ENSG00000171552	BCL2L1	1385.297	0.354903794697849	0.000771961680809152	0.149160151436346	154.152	115.507	ASO_G0272888_AD_10	AC013394.2	1.338
ENSG00000138639	ARHGAP24	652.486	0.31951389126415	0.000813098855379138	0.153323014283601	71.347	54.682	ASO_G0272888_AD_10	AC013394.2	1.566
ENSG00000177556	ATOX1	1583.4	-0.302194534927847	0.000805495834141546	0.153323014283601	117.478	139.183	ASO_G0272888_AD_10	AC013394.2	-1.948
ENSG00000087502	ERGIC2	794.535	0.309656660728421	0.000832257845244724	0.155067470665776	86.048	66.585	ASO_G0272888_AD_10	AC013394.2	1.903
ENSG00000132405	TBC1D14	250.879	-0.459467938767891	0.000877579785038258	0.161588249595691	16.759	22.267	ASO_G0272888_AD_10	AC013394.2	-3.281
CATG00000013129	CATG00000013129.1	17.352	-6.96504234507175	0.000900913807867309	0.163955837289898	0	1.681	ASO_G0272888_AD_10	AC013394.2	-4.576
ENSG00000013588	GPRC5A	422.858	0.468969261411126	0.000937430174757799	0.164373045708638	50.474	34.906	ASO_G0272888_AD_10	AC013394.2	0.495
ENSG00000105426	PTPRS	900.897	-0.628253007103825	0.000945655894207296	0.164373045708638	54.155	80.735	ASO_G0272888_AD_10	AC013394.2	-1.807
ENSG00000107186	MPDZ	177.208	-0.465558123147843	0.000928554457347036	0.164373045708638	11.688	15.764	ASO_G0272888_AD_10	AC013394.2	-1.572
ENSG00000148803	FUOM	198.2	-0.465017715189441	0.000964099455074452	0.164373045708638	13.239	17.609	ASO_G0272888_AD_10	AC013394.2	-1.962
ENSG00000170004	CHD3	741.887	-0.608738159335139	0.000934822398359175	0.164373045708638	45.199	66.396	ASO_G0272888_AD_10	AC013394.2	-3.252
ENSG00000181218	HIST3H2A	371.834	-0.539946828787994	0.000971597552874458	0.164373045708638	23.746	33.138	ASO_G0272888_AD_10	AC013394.2	-1.62
ENSG00000186026	ZNF284	40.799	0.622634451252492	0.000976723100818051	0.164373045708638	5.344	3.308	ASO_G0272888_AD_10	AC013394.2	2.305
ENSG00000087245	MMP2	9900.8	-0.513286641416147	0.00104178200858767	0.171630844383218	641.944	881.134	ASO_G0272888_AD_10	AC013394.2	-2.671
ENSG00000168685	IL7R	205.388	0.428862494727606	0.00104079547210438	0.171630844383218	23.966	16.99	ASO_G0272888_AD_10	AC013394.2	0.877
ENSG00000155368	DBI	3309.134	-0.52628939457039	0.00106651387126939	0.173875089575388	213.265	294.63	ASO_G0272888_AD_10	AC013394.2	-2.461
ENSG00000259024	TVP23C-CDRT4	347.778	0.342409632726942	0.0010875334541383	0.17547408340947	38.534	29.089	ASO_G0272888_AD_10	AC013394.2	2.163
CATG00000032106	CATG00000032106.1	7.532	1.31175685698817	0.00110130247405172	0.175882500218199	1.478	0.556	ASO_G0272888_AD_10	AC013394.2	0.294
CATG00000048372	CATG00000048372.1	28.221	-1.03064030812551	0.00113892877776089	0.176270123798771	1.266	2.584	ASO_G0272888_AD_10	AC013394.2	-2.137
ENSG00000099284	H2AFY2	130.833	-0.530964350214618	0.00119267020735374	0.176270123798771	8.264	11.692	ASO_G0272888_AD_10	AC013394.2	-1.686
ENSG00000113070	HBEGF	20.94	0.796112066920374	0.00118613432057373	0.176270123798771	3.064	1.661	ASO_G0272888_AD_10	AC013394.2	1.519
ENSG00000135829	DHX9	1059.421	0.292661719133566	0.00117485774789629	0.176270123798771	113.714	88.912	ASO_G0272888_AD_10	AC013394.2	1.817
ENSG00000164291	ARSK	59.204	0.602567652808562	0.00119155080936432	0.176270123798771	7.652	4.818	ASO_G0272888_AD_10	AC013394.2	2.321
ENSG00000168734	PKIG	1390.257	-0.231523988472625	0.0011580179625898	0.176270123798771	107.741	121.605	ASO_G0272888_AD_10	AC013394.2	-0.931
ENSG00000169925	BRD3	357.093	-0.447149080434757	0.00119834893113947	0.176270123798771	23.979	31.669	ASO_G0272888_AD_10	AC013394.2	-3.117
ENSG00000175106	TVP23C	347.43	0.351315319254111	0.00115803469767569	0.176270123798771	38.706	29.037	ASO_G0272888_AD_10	AC013394.2	2.211
ENSG00000187866	FAM122A	246.213	-0.47278981120941	0.00120509253379774	0.176270123798771	16.304	21.864	ASO_G0272888_AD_10	AC013394.2	-2.891
ENSG00000111674	ENO2	260.288	0.576948259243065	0.00124827036618941	0.177787792269401	33.138	21.257	ASO_G0272888_AD_10	AC013394.2	1.803
ENSG00000112200	ZNF451	1149.858	0.214296895295397	0.00124954681168194	0.177787792269401	117.475	97.213	ASO_G0272888_AD_10	AC013394.2	1.942
ENSG00000174628	IQCK	101.031	-0.515500172236598	0.00124920203216931	0.177787792269401	6.484	9.011	ASO_G0272888_AD_10	AC013394.2	-1.312
ENSG00000185633	NDUFA4L2	43.809	-0.837008666064741	0.00127415778388094	0.179656247527212	2.324	3.972	ASO_G0272888_AD_10	AC013394.2	-2.46
ENSG00000011198	ABHD5	383.204	0.481514346509379	0.00131980397245107	0.179857812572371	46.04	31.583	ASO_G0272888_AD_10	AC013394.2	2.135
ENSG00000092621	PHGDH	761.186	-0.601160369505617	0.0012982920450567	0.179857812572371	46.823	68.106	ASO_G0272888_AD_10	AC013394.2	-1.993
ENSG00000104388	RAB2A	3047.468	-0.237187915671531	0.00132206359373727	0.179857812572371	235.308	266.76	ASO_G0272888_AD_10	AC013394.2	-1.195
ENSG00000111331	OAS3	119.732	0.69098209749591	0.00133304621164111	0.179857812572371	16.211	9.659	ASO_G0272888_AD_10	AC013394.2	2.311
ENSG00000122966	CIT	658.894	0.296792869577581	0.00132757887808532	0.179857812572371	70.906	55.35	ASO_G0272888_AD_10	AC013394.2	1.225
ENSG00000128512	DOCK4	165.482	0.42132446355055	0.00136605630181755	0.181340019771486	19.096	13.735	ASO_G0272888_AD_10	AC013394.2	1.497
ENSG00000270141	TERC	951.834	0.719205182933137	0.00136720480052618	0.181340019771486	131.156	76.593	ASO_G0272888_AD_10	AC013394.2	2.17
ENSG00000067208	EVI5	585.828	-0.330354610757488	0.00140742521992265	0.183492966173077	42.528	51.624	ASO_G0272888_AD_10	AC013394.2	-0.92
ENSG00000171858	RPS21	10045.977	-0.46821993309941	0.00140212842529502	0.183492966173077	671.652	891.272	ASO_G0272888_AD_10	AC013394.2	-2.186
ENSG00000196331	HIST1H2BO	7099.613	-0.290952989520293	0.001418608964727	0.183492966173077	531.612	623.408	ASO_G0272888_AD_10	AC013394.2	-0.357
ENSG00000105323	HNRNPUL1	3147.381	-0.328030755948349	0.00147739733729366	0.187989802650268	229.581	276.897	ASO_G0272888_AD_10	AC013394.2	-2.304
ENSG00000179085	DPM3	1219.59	-0.356979353319562	0.00146959621748318	0.187989802650268	87.455	107.501	ASO_G0272888_AD_10	AC013394.2	-1.489
ENSG00000010165	METTL13	440.533	0.370510812276424	0.0015277555939316	0.191287222404987	49.425	36.66	ASO_G0272888_AD_10	AC013394.2	2.473
ENSG00000231924	PSG1	114.565	0.465403590920139	0.00152220146207544	0.191287222404987	13.595	9.452	ASO_G0272888_AD_10	AC013394.2	1.086
ENSG00000148798	INA	77.834	0.573976040963491	0.00159013488187385	0.19543653585088	9.914	6.34	ASO_G0272888_AD_10	AC013394.2	0.716
ENSG00000169860	P2RY1	10.067	1.09402989499531	0.00159835643657994	0.19543653585088	1.702	0.766	ASO_G0272888_AD_10	AC013394.2	1.54
ENSG00000170525	PFKFB3	590.783	0.281600846612372	0.0015869571003325	0.19543653585088	63.145	49.632	ASO_G0272888_AD_10	AC013394.2	1.954
ENSG00000157766	ACAN	204.832	-0.936114921457957	0.00161617550852112	0.196083433208249	10.153	18.687	ASO_G0272888_AD_10	AC013394.2	-1.724
ENSG00000152894	PTPRK	1026.963	-0.277175999829906	0.00165559624922609	0.196293897950179	77.765	90.104	ASO_G0272888_AD_10	AC013394.2	-0.857
ENSG00000163697	APBB2	552.666	0.322302689352477	0.0016680779775972	0.196293897950179	60.512	46.276	ASO_G0272888_AD_10	AC013394.2	1.593
ENSG00000171720	HDAC3	419.015	-0.712305437707047	0.00165999211373083	0.196293897950179	23.782	37.709	ASO_G0272888_AD_10	AC013394.2	-3.049
ENSG00000181751	C5orf30	783.302	0.442168289366358	0.00163291975993462	0.196293897950179	91.735	64.802	ASO_G0272888_AD_10	AC013394.2	1.91
ENSG00000072310	SREBF1	1765.138	-0.478879971782931	0.0017176464933052	0.199767197800688	117.048	156.751	ASO_G0272888_AD_10	AC013394.2	-1.839
ENSG00000095002	MSH2	424.216	0.401570407038602	0.00173588517672312	0.199767197800688	48.578	35.27	ASO_G0272888_AD_10	AC013394.2	1.907
ENSG00000137876	RSL24D1	978.222	-0.351204229140386	0.00172367763773321	0.199767197800688	70.496	86.141	ASO_G0272888_AD_10	AC013394.2	-1.983
ENSG00000069020	MAST4	127.881	0.431128736279751	0.00175840836229534	0.200882111520324	14.95	10.59	ASO_G0272888_AD_10	AC013394.2	1.705
ENSG00000025796	SEC63	1311.956	-0.390218139189007	0.00181635972747419	0.204801219259518	91.837	116.011	ASO_G0272888_AD_10	AC013394.2	-1.607
ENSG00000226900	RP11-432J24.5	26.804	-1.14482019307819	0.0018188850218563	0.204801219259518	1.144	2.467	ASO_G0272888_AD_10	AC013394.2	-2.999
ENSG00000103351	CLUAP1	178.495	-0.404986822090227	0.00184715467653975	0.206498698875169	12.436	15.791	ASO_G0272888_AD_10	AC013394.2	-1.704
ENSG00000016864	GLT8D1	787.751	-0.550299690327973	0.00191116510299276	0.21026809720591	49.7	70.341	ASO_G0272888_AD_10	AC013394.2	-3.265
ENSG00000110880	CORO1C	3619.244	0.41365119344963	0.00192117678745417	0.21026809720591	417.015	300.347	ASO_G0272888_AD_10	AC013394.2	1.961
ENSG00000162129	CLPB	274.747	0.297352943893615	0.00190806979957049	0.21026809720591	29.461	23.053	ASO_G0272888_AD_10	AC013394.2	1.505
ENSG00000079931	MOXD1	1274.454	-0.670621104092036	0.00199947882615279	0.217318354917481	74.647	114.202	ASO_G0272888_AD_10	AC013394.2	-2.09
ENSG00000119946	CNNM1	57.478	0.615182065224955	0.00217572168680296	0.234842897380366	7.468	4.675	ASO_G0272888_AD_10	AC013394.2	1.841
ENSG00000049239	H6PD	272.2	-0.685975444350256	0.00242333284979742	0.244445698726139	15.643	24.504	ASO_G0272888_AD_10	AC013394.2	-2.346
ENSG00000067715	SYT1	109.295	0.418147607640397	0.00232225980431295	0.244445698726139	12.731	9.053	ASO_G0272888_AD_10	AC013394.2	1.581
ENSG00000087303	NID2	1604.71	-0.46370974368735	0.00244431854839374	0.244445698726139	107.249	142.688	ASO_G0272888_AD_10	AC013394.2	-1.646
ENSG00000106355	LSM5	467.438	0.39160980224118	0.00242614780151408	0.244445698726139	53.127	38.884	ASO_G0272888_AD_10	AC013394.2	2.078
ENSG00000111678	C12orf57	1314.364	-0.316468969834093	0.00240247845856113	0.244445698726139	96.81	115.557	ASO_G0272888_AD_10	AC013394.2	-1.817
ENSG00000112249	ASCC3	1410.347	0.284843191262252	0.00234571670331366	0.244445698726139	150.496	118.476	ASO_G0272888_AD_10	AC013394.2	1.913
ENSG00000124762	CDKN1A	6611.434	0.484974894812071	0.0024229566946098	0.244445698726139	794.418	543.408	ASO_G0272888_AD_10	AC013394.2	0.475
ENSG00000144827	ABHD10	487.605	0.439396986467224	0.00242482359163101	0.244445698726139	57.147	40.378	ASO_G0272888_AD_10	AC013394.2	3.182
ENSG00000174197	MGA	394.52	0.300534164625349	0.00245211006964436	0.244445698726139	42.592	33.146	ASO_G0272888_AD_10	AC013394.2	2.487
ENSG00000177076	ACER2	32.484	0.638830464345186	0.00238919070337377	0.244445698726139	4.283	2.63	ASO_G0272888_AD_10	AC013394.2	0.822
ENSG00000196890	HIST3H2BB	913.674	-0.530996274587668	0.00228206827916472	0.244445698726139	58.727	81.347	ASO_G0272888_AD_10	AC013394.2	-1.066
ENSG00000234779	RP11-62F24.2	49.093	-0.643576157161669	0.00239120608833697	0.244445698726139	2.899	4.401	ASO_G0272888_AD_10	AC013394.2	-2.104
ENSG00000132581	SDF2	645.51	0.341804091047944	0.0025218770893742	0.249809483074656	71.258	53.96	ASO_G0272888_AD_10	AC013394.2	1.821
ENSG00000144218	AFF3	106.528	-0.49697156622316	0.00258996242063028	0.254940263177891	7.001	9.49	ASO_G0272888_AD_10	AC013394.2	-0.675
ENSG00000134326	CMPK2	4.911	1.60585005292104	0.00263407252511814	0.256061298699528	1.089	0.346	ASO_G0272888_AD_10	AC013394.2	-0.383
ENSG00000163348	PYGO2	472.827	-0.31247453097124	0.00262977040231858	0.256061298699528	34.595	41.625	ASO_G0272888_AD_10	AC013394.2	-1.724
ENSG00000159640	ACE	167.497	-0.722853284307705	0.0027199015693055	0.262772712723459	9.376	15.118	ASO_G0272888_AD_10	AC013394.2	-2.132
ENSG00000026559	KCNG1	66.392	-1.24430311258279	0.00309248414886981	0.267405908364427	2.61	6.115	ASO_G0272888_AD_10	AC013394.2	-3.352
ENSG00000060656	PTPRU	178.924	-0.541128321381553	0.00300621870199263	0.267405908364427	11.31	15.988	ASO_G0272888_AD_10	AC013394.2	-2.101
ENSG00000101871	MID1	285.862	0.338014762129343	0.00302019645649196	0.267405908364427	31.657	23.881	ASO_G0272888_AD_10	AC013394.2	1.591
ENSG00000104812	GYS1	611.925	0.337868911429316	0.00285007627041389	0.267405908364427	67.475	51.195	ASO_G0272888_AD_10	AC013394.2	2.172
ENSG00000130313	PGLS	1468.625	-0.309594393964044	0.00298636579757302	0.267405908364427	108.622	128.966	ASO_G0272888_AD_10	AC013394.2	-1.826
ENSG00000138119	MYOF	2527.457	0.235873028465516	0.00308234738614522	0.267405908364427	261.99	213.277	ASO_G0272888_AD_10	AC013394.2	1.364
ENSG00000139323	POC1B	188.141	0.325513561210455	0.00304467962189079	0.267405908364427	20.563	15.763	ASO_G0272888_AD_10	AC013394.2	1.716
ENSG00000141551	CSNK1D	1019.232	0.46741423790256	0.00293575647096152	0.267405908364427	121.32	84.236	ASO_G0272888_AD_10	AC013394.2	3.282
ENSG00000143384	MCL1	764.704	0.693882403816917	0.00307281338574365	0.267405908364427	104.047	61.641	ASO_G0272888_AD_10	AC013394.2	2.573
ENSG00000144061	NPHP1	1033.866	-0.488655192235571	0.00303544568723168	0.267405908364427	68.198	91.842	ASO_G0272888_AD_10	AC013394.2	-1.716
ENSG00000156265	MAP3K7CL	166.042	0.367417417659252	0.00291595246946793	0.267405908364427	18.714	13.825	ASO_G0272888_AD_10	AC013394.2	1.109
ENSG00000163171	CDC42EP3	5572.422	-0.389180569279172	0.0029060300797973	0.267405908364427	391.121	492.433	ASO_G0272888_AD_10	AC013394.2	-2.206
ENSG00000164099	PRSS12	352.374	-0.574422217221063	0.00292652187613573	0.267405908364427	21.924	31.501	ASO_G0272888_AD_10	AC013394.2	-2.122
